"","lakeid","year4","sampledate","gearid","spname","length","weight","sex"
"4357","TR",1992,"7/28/1992","VGN025","CISCO",157,NA,NA
"4358","TR",1992,"7/28/1992","VGN025","CISCO",157,NA,NA
"4359","TR",1992,"7/28/1992","VGN025","CISCO",157,NA,NA
"4360","TR",1992,"7/28/1992","VGN025","CISCO",157,NA,NA
"4361","TR",1992,"7/28/1992","VGN032","CISCO",157,NA,NA
"4362","TR",1992,"7/28/1992","VGN032","CISCO",157,NA,NA
"4363","TR",1992,"7/28/1992","VGN032","CISCO",157,NA,NA
"4364","TR",1992,"7/28/1992","VGN032","CISCO",157,NA,NA
"4365","TR",1992,"7/28/1992","VGN032","CISCO",157,NA,NA
"4366","TR",1992,"7/28/1992","VGN032","CISCO",157,NA,NA
"4367","TR",1992,"7/28/1992","VGN032","CISCO",157,NA,NA
"4368","TR",1992,"7/28/1992","VGN032","CISCO",157,NA,NA
"4369","TR",1992,"7/28/1992","VGN032","CISCO",157,NA,NA
"4370","TR",1992,"7/29/1992","VGN032","CISCO",157,NA,NA
"4371","TR",1992,"7/29/1992","VGN032","CISCO",157,NA,NA
"4372","TR",1992,"7/29/1992","VGN032","CISCO",157,NA,NA
"4373","TR",1992,"7/28/1992","VGN025","CISCO",158,NA,NA
"4374","TR",1992,"7/28/1992","VGN025","CISCO",158,NA,NA
"4375","TR",1992,"7/28/1992","VGN025","CISCO",158,NA,NA
"4376","TR",1992,"7/28/1992","VGN025","CISCO",158,NA,NA
"4377","TR",1992,"7/28/1992","VGN025","CISCO",158,NA,NA
"4378","TR",1992,"7/28/1992","VGN032","CISCO",158,NA,NA
"4379","TR",1992,"7/28/1992","VGN032","CISCO",158,NA,NA
"4380","TR",1992,"7/28/1992","VGN032","CISCO",158,NA,NA
"4381","TR",1992,"7/28/1992","VGN032","CISCO",158,NA,NA
"4382","TR",1992,"7/28/1992","VGN032","CISCO",158,NA,NA
"4383","TR",1992,"7/28/1992","VGN032","CISCO",158,NA,NA
"4384","TR",1992,"7/29/1992","VGN025","CISCO",158,NA,NA
"4385","TR",1992,"7/29/1992","VGN032","CISCO",158,NA,NA
"4386","TR",1992,"7/29/1992","VGN032","CISCO",158,NA,NA
"4387","TR",1992,"7/28/1992","VGN025","CISCO",158,NA,NA
"4388","TR",1992,"7/28/1992","VGN025","CISCO",158,NA,NA
"4389","TR",1992,"7/28/1992","VGN032","CISCO",158,NA,NA
"4390","TR",1992,"7/28/1992","VGN032","CISCO",158,NA,NA
"4391","TR",1992,"7/28/1992","VGN025","CISCO",159,NA,NA
"4392","TR",1992,"7/28/1992","VGN025","CISCO",159,NA,NA
"4393","TR",1992,"7/28/1992","VGN025","CISCO",159,NA,NA
"4394","TR",1992,"7/28/1992","VGN025","CISCO",159,NA,NA
"4395","TR",1992,"7/28/1992","VGN025","CISCO",159,NA,NA
"4396","TR",1992,"7/28/1992","VGN025","CISCO",159,NA,NA
"4397","TR",1992,"7/28/1992","VGN025","CISCO",159,NA,NA
"4398","TR",1992,"7/28/1992","VGN032","CISCO",159,NA,NA
"4399","TR",1992,"7/28/1992","VGN032","CISCO",159,NA,NA
"4400","TR",1992,"7/28/1992","VGN032","CISCO",159,NA,NA
"4401","TR",1992,"7/28/1992","VGN032","CISCO",159,NA,NA
"4402","TR",1992,"7/28/1992","VGN032","CISCO",159,NA,NA
"4403","TR",1992,"7/28/1992","VGN032","CISCO",159,NA,NA
"4404","TR",1992,"7/28/1992","VGN032","CISCO",159,NA,NA
"4405","TR",1992,"7/28/1992","VGN032","CISCO",159,NA,NA
"4406","TR",1992,"7/29/1992","VGN025","CISCO",159,NA,NA
"4407","TR",1992,"7/29/1992","VGN032","CISCO",159,NA,NA
"4408","TR",1992,"7/29/1992","VGN032","CISCO",159,NA,NA
"4409","TR",1992,"7/28/1992","VGN025","CISCO",160,NA,NA
"4410","TR",1992,"7/28/1992","VGN025","CISCO",160,NA,NA
"4411","TR",1992,"7/28/1992","VGN025","CISCO",160,NA,NA
"4412","TR",1992,"7/28/1992","VGN025","CISCO",160,NA,NA
"4413","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4414","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4415","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4416","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4417","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4418","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4419","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4420","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4421","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4422","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4423","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4424","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4425","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4426","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4427","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4428","TR",1992,"7/28/1992","VGN032","CISCO",160,NA,NA
"4429","TR",1992,"7/29/1992","VGN025","CISCO",160,NA,NA
"4430","TR",1992,"7/29/1992","VGN032","CISCO",160,NA,NA
"4431","TR",1992,"7/29/1992","VGN032","CISCO",160,NA,NA
"4432","TR",1992,"7/29/1992","VGN032","CISCO",160,NA,NA
"4433","TR",1992,"7/29/1992","VGN032","CISCO",160,NA,NA
"4434","TR",1992,"7/29/1992","VGN032","CISCO",160,NA,NA
"4435","TR",1992,"7/29/1992","VGN032","CISCO",160,NA,NA
"4436","TR",1992,"7/29/1992","VGN032","CISCO",160,NA,NA
"4437","TR",1992,"7/28/1992","VGN025","CISCO",161,NA,NA
"4438","TR",1992,"7/28/1992","VGN032","CISCO",161,NA,NA
"4439","TR",1992,"7/28/1992","VGN032","CISCO",161,NA,NA
"4440","TR",1992,"7/28/1992","VGN032","CISCO",161,NA,NA
"4441","TR",1992,"7/28/1992","VGN032","CISCO",161,NA,NA
"4442","TR",1992,"7/28/1992","VGN032","CISCO",161,NA,NA
"4443","TR",1992,"7/28/1992","VGN032","CISCO",161,NA,NA
"4444","TR",1992,"7/29/1992","VGN025","CISCO",161,NA,NA
"4445","TR",1992,"7/28/1992","VGN025","CISCO",162,NA,NA
"4446","TR",1992,"7/28/1992","VGN025","CISCO",162,NA,NA
"4447","TR",1992,"7/28/1992","VGN025","CISCO",162,NA,NA
"4448","TR",1992,"7/28/1992","VGN032","CISCO",162,NA,NA
"4449","TR",1992,"7/28/1992","VGN032","CISCO",162,NA,NA
"4450","TR",1992,"7/28/1992","VGN032","CISCO",162,NA,NA
"4451","TR",1992,"7/29/1992","VGN032","CISCO",162,NA,NA
"4452","TR",1992,"7/29/1992","VGN032","CISCO",162,NA,NA
"4453","TR",1992,"7/29/1992","VGN032","CISCO",162,NA,NA
"4454","TR",1992,"7/29/1992","VGN032","CISCO",162,NA,NA
"4455","TR",1992,"7/28/1992","VGN032","CISCO",162,NA,NA
"4456","TR",1992,"7/29/1992","VGN032","CISCO",162,NA,NA
"4457","TR",1992,"7/28/1992","VGN025","CISCO",163,NA,NA
"4458","TR",1992,"7/28/1992","VGN025","CISCO",163,NA,NA
"4459","TR",1992,"7/28/1992","VGN032","CISCO",163,NA,NA
"4460","TR",1992,"7/28/1992","VGN032","CISCO",163,NA,NA
"4461","TR",1992,"7/28/1992","VGN032","CISCO",163,NA,NA
"4462","TR",1992,"7/29/1992","VGN032","CISCO",163,NA,NA
"4463","TR",1992,"7/29/1992","VGN032","CISCO",163,NA,NA
"4464","TR",1992,"7/29/1992","VGN032","CISCO",163,NA,NA
"4465","TR",1992,"7/29/1992","VGN032","CISCO",163,NA,NA
"4466","TR",1992,"7/29/1992","VGN032","CISCO",163,NA,NA
"4467","TR",1992,"7/28/1992","VGN032","CISCO",164,NA,NA
"4468","TR",1992,"7/28/1992","VGN032","CISCO",164,NA,NA
"4469","TR",1992,"7/29/1992","VGN025","CISCO",164,NA,NA
"4470","TR",1992,"7/29/1992","VGN032","CISCO",164,NA,NA
"4471","TR",1992,"7/28/1992","VGN025","CISCO",165,NA,NA
"4472","TR",1992,"7/28/1992","VGN025","CISCO",165,NA,NA
"4473","TR",1992,"7/28/1992","VGN032","CISCO",165,NA,NA
"4474","TR",1992,"7/28/1992","VGN032","CISCO",165,NA,NA
"4475","TR",1992,"7/28/1992","VGN032","CISCO",165,NA,NA
"4476","TR",1992,"7/28/1992","VGN032","CISCO",165,NA,NA
"4477","TR",1992,"7/28/1992","VGN032","CISCO",165,NA,NA
"4478","TR",1992,"7/28/1992","VGN032","CISCO",165,NA,NA
"4479","TR",1992,"7/28/1992","VGN032","CISCO",165,NA,NA
"4480","TR",1992,"7/28/1992","VGN032","CISCO",165,NA,NA
"4481","TR",1992,"7/29/1992","VGN032","CISCO",165,NA,NA
"4482","TR",1992,"7/29/1992","VGN038","CISCO",165,NA,NA
"4483","TR",1992,"7/29/1992","VGN038","CISCO",165,NA,NA
"4484","TR",1992,"7/28/1992","VGN032","CISCO",166,NA,NA
"4485","TR",1992,"7/28/1992","VGN025","CISCO",167,NA,NA
"4486","TR",1992,"7/28/1992","VGN032","CISCO",167,NA,NA
"4487","TR",1992,"7/28/1992","VGN032","CISCO",167,NA,NA
"4488","TR",1992,"7/29/1992","VGN025","CISCO",167,NA,NA
"4489","TR",1992,"7/29/1992","VGN032","CISCO",167,NA,NA
"4490","TR",1992,"7/28/1992","VGN032","CISCO",168,NA,NA
"4491","TR",1992,"7/28/1992","VGN032","CISCO",169,NA,NA
"4492","TR",1992,"7/28/1992","VGN032","CISCO",170,NA,NA
"4493","TR",1992,"7/28/1992","VGN038","CISCO",170,NA,NA
"4494","TR",1992,"7/29/1992","VGN032","CISCO",170,NA,NA
"4495","TR",1992,"7/28/1992","VGN038","CISCO",170,NA,NA
"4496","TR",1992,"7/29/1992","VGN025","CISCO",172,NA,NA
"4497","TR",1992,"7/29/1992","VGN038","CISCO",172,NA,NA
"4498","TR",1992,"7/28/1992","VGN032","CISCO",174,NA,NA
"4499","TR",1992,"7/28/1992","VGN038","CISCO",175,NA,NA
"4500","TR",1992,"7/28/1992","VGN038","CISCO",180,NA,NA
"4501","TR",1992,"7/29/1992","VGN038","CISCO",180,NA,NA
"4502","TR",1992,"7/29/1992","VGN038","CISCO",180,NA,NA
"4503","TR",1992,"7/28/1992","VGN038","CISCO",182,NA,NA
"4504","TR",1992,"7/28/1992","VGN038","CISCO",182,NA,NA
"4505","TR",1992,"7/28/1992","VGN038","CISCO",182,NA,NA
"4506","TR",1992,"7/28/1992","VGN038","CISCO",182,NA,NA
"4507","TR",1992,"7/28/1992","VGN038","CISCO",182,NA,NA
"4508","TR",1992,"7/28/1992","VGN038","CISCO",182,NA,NA
"4509","TR",1992,"7/28/1992","VGN038","CISCO",183,NA,NA
"4510","TR",1992,"7/29/1992","VGN038","CISCO",183,NA,NA
"4511","TR",1992,"7/28/1992","VGN038","CISCO",184,NA,NA
"4512","TR",1992,"7/28/1992","VGN038","CISCO",185,NA,NA
"4513","TR",1992,"7/29/1992","VGN038","CISCO",185,NA,NA
"4514","TR",1992,"7/29/1992","VGN038","CISCO",185,NA,NA
"4515","TR",1992,"7/29/1992","VGN038","CISCO",185,NA,NA
"4516","TR",1992,"7/29/1992","VGN038","CISCO",185,NA,NA
"4517","TR",1992,"7/29/1992","VGN038","CISCO",185,NA,NA
"4518","TR",1992,"7/29/1992","VGN038","CISCO",186,NA,NA
"4519","TR",1992,"7/29/1992","VGN038","CISCO",186,NA,NA
"4520","TR",1992,"7/28/1992","VGN038","CISCO",187,NA,NA
"4521","TR",1992,"7/28/1992","VGN038","CISCO",187,NA,NA
"4522","TR",1992,"7/28/1992","VGN038","CISCO",187,NA,NA
"4523","TR",1992,"7/28/1992","VGN038","CISCO",187,NA,NA
"4524","TR",1992,"7/29/1992","VGN038","CISCO",187,NA,NA
"4525","TR",1992,"7/28/1992","VGN038","CISCO",188,NA,NA
"4526","TR",1992,"7/29/1992","VGN038","CISCO",188,NA,NA
"4527","TR",1992,"7/29/1992","VGN038","CISCO",188,NA,NA
"4528","TR",1992,"7/28/1992","VGN038","CISCO",189,NA,NA
"4529","TR",1992,"7/28/1992","VGN038","CISCO",189,NA,NA
"4530","TR",1992,"7/28/1992","VGN038","CISCO",189,NA,NA
"4531","TR",1992,"7/28/1992","VGN038","CISCO",189,NA,NA
"4532","TR",1992,"7/29/1992","VGN038","CISCO",189,NA,NA
"4533","TR",1992,"7/29/1992","VGN038","CISCO",189,NA,NA
"4534","TR",1992,"7/29/1992","VGN038","CISCO",189,NA,NA
"4535","TR",1992,"7/28/1992","VGN038","CISCO",190,NA,NA
"4536","TR",1992,"7/29/1992","VGN038","CISCO",190,NA,NA
"4537","TR",1992,"7/29/1992","VGN038","CISCO",190,NA,NA
"4538","TR",1992,"7/29/1992","VGN038","CISCO",190,NA,NA
"4539","TR",1992,"7/29/1992","VGN038","CISCO",190,NA,NA
"4540","TR",1992,"7/29/1992","VGN038","CISCO",190,NA,NA
"4541","TR",1992,"7/29/1992","VGN038","CISCO",190,NA,NA
"4542","TR",1992,"7/29/1992","VGN038","CISCO",192,NA,NA
"4543","TR",1992,"7/29/1992","VGN038","CISCO",192,NA,NA
"4544","TR",1992,"7/28/1992","VGN038","CISCO",193,NA,NA
"4545","TR",1992,"7/28/1992","VGN038","CISCO",193,NA,NA
"4546","TR",1992,"7/28/1992","VGN038","CISCO",193,NA,NA
"4547","TR",1992,"7/29/1992","VGN032","CISCO",193,NA,NA
"4548","TR",1992,"7/29/1992","VGN038","CISCO",193,NA,NA
"4549","TR",1992,"7/28/1992","VGN038","CISCO",193,NA,NA
"4550","TR",1992,"7/28/1992","VGN038","CISCO",194,NA,NA
"4551","TR",1992,"7/28/1992","VGN038","CISCO",194,NA,NA
"4552","TR",1992,"7/28/1992","VGN038","CISCO",194,NA,NA
"4553","TR",1992,"7/29/1992","VGN025","CISCO",194,NA,NA
"4554","TR",1992,"7/29/1992","VGN038","CISCO",194,NA,NA
"4555","TR",1992,"7/28/1992","VGN038","CISCO",195,NA,NA
"4556","TR",1992,"7/29/1992","VGN038","CISCO",195,NA,NA
"4557","TR",1992,"7/29/1992","VGN038","CISCO",195,NA,NA
"4558","TR",1992,"7/28/1992","VGN038","CISCO",196,NA,NA
"4559","TR",1992,"7/28/1992","VGN038","CISCO",196,NA,NA
"4560","TR",1992,"7/28/1992","VGN038","CISCO",196,NA,NA
"4561","TR",1992,"7/29/1992","VGN038","CISCO",196,NA,NA
"4562","TR",1992,"7/29/1992","VGN038","CISCO",196,NA,NA
"4563","TR",1992,"7/29/1992","VGN025","CISCO",197,NA,NA
"4564","TR",1992,"7/29/1992","VGN038","CISCO",197,NA,NA
"4565","TR",1992,"7/29/1992","VGN038","CISCO",197,NA,NA
"4566","TR",1992,"7/29/1992","VGN038","CISCO",198,NA,NA
"4567","TR",1992,"7/29/1992","VGN038","CISCO",198,NA,NA
"4568","TR",1992,"7/29/1992","VGN038","CISCO",198,NA,NA
"4569","TR",1992,"7/29/1992","VGN038","CISCO",198,NA,NA
"4570","TR",1992,"7/28/1992","VGN038","CISCO",199,NA,NA
"4571","TR",1992,"7/29/1992","VGN038","CISCO",199,NA,NA
"4572","TR",1992,"7/29/1992","VGN038","CISCO",199,NA,NA
"4573","TR",1992,"7/29/1992","VGN038","CISCO",199,NA,NA
"4574","TR",1992,"7/29/1992","VGN038","CISCO",199,NA,NA
"4575","TR",1992,"7/29/1992","VGN038","CISCO",199,NA,NA
"4576","TR",1992,"7/29/1992","VGN038","CISCO",201,NA,NA
"4577","TR",1992,"7/29/1992","VGN038","CISCO",201,NA,NA
"4578","TR",1992,"7/29/1992","VGN038","CISCO",201,NA,NA
"4579","TR",1992,"7/28/1992","VGN038","CISCO",202,NA,NA
"4580","TR",1992,"7/29/1992","VGN038","CISCO",202,NA,NA
"4581","TR",1992,"7/29/1992","VGN038","CISCO",202,NA,NA
"4582","TR",1992,"7/29/1992","VGN038","CISCO",203,NA,NA
"4583","TR",1992,"7/29/1992","VGN038","CISCO",204,NA,NA
"4584","TR",1992,"7/29/1992","VGN038","CISCO",204,NA,NA
"4585","TR",1992,"7/29/1992","VGN038","CISCO",205,NA,NA
"4586","TR",1992,"7/29/1992","VGN038","CISCO",205,NA,NA
"4587","TR",1992,"7/29/1992","VGN038","CISCO",206,NA,NA
"4588","TR",1992,"7/29/1992","VGN038","CISCO",206,NA,NA
"4589","TR",1992,"7/29/1992","VGN038","CISCO",207,NA,NA
"4590","TR",1992,"7/29/1992","VGN038","CISCO",208,NA,NA
"4591","TR",1992,"7/29/1992","VGN038","CISCO",209,NA,NA
"4592","TR",1992,"7/29/1992","VGN038","CISCO",209,NA,NA
"4593","TR",1992,"7/29/1992","VGN038","CISCO",209,NA,NA
"4594","TR",1992,"7/29/1992","VGN038","CISCO",210,NA,NA
"4595","TR",1992,"7/29/1992","VGN038","CISCO",211,NA,NA
"4596","TR",1992,"7/29/1992","VGN038","CISCO",212,NA,NA
"4597","TR",1992,"7/29/1992","VGN038","CISCO",214,NA,NA
"4598","TR",1992,"7/29/1992","VGN038","CISCO",215,NA,NA
"4599","TR",1992,"7/29/1992","VGN038","CISCO",216,NA,NA
"4600","TR",1992,"7/29/1992","VGN051","CISCO",230,NA,NA
"4601","TR",1992,"7/29/1992","VGN051","CISCO",234,NA,NA
"4602","TR",1992,"7/28/1992","VGN051","CISCO",236,NA,NA
"4603","TR",1992,"7/29/1992","VGN051","CISCO",236,NA,NA
"4604","TR",1992,"7/28/1992","VGN051","CISCO",238,NA,NA
"4605","TR",1992,"7/28/1992","VGN051","CISCO",239,NA,NA
"4606","TR",1993,"7/28/1993","VGN019","CISCO",73,0.38,NA
"4607","TR",1993,"7/28/1993","VGN025","CISCO",145,20,NA
"4608","TR",1993,"7/27/1993","VGN025","CISCO",166,29.8,NA
"4609","TR",1993,"7/28/1993","VGN032","CISCO",158,31.2,NA
"4610","TR",1993,"7/28/1993","VGN032","CISCO",158,31.8,NA
"4611","TR",1993,"7/27/1993","VGN025","CISCO",163,32.5,NA
"4612","TR",1993,"7/27/1993","VGN032","CISCO",168,33.1,NA
"4613","TR",1993,"7/27/1993","VGN025","CISCO",166,33.2,NA
"4614","TR",1993,"7/27/1993","VGN032","CISCO",168,35.2,NA
"4615","TR",1993,"7/27/1993","VGN038","CISCO",170,35.4,NA
"4616","TR",1993,"7/27/1993","VGN038","CISCO",179,36.8,NA
"4617","TR",1993,"7/27/1993","VGN038","CISCO",182,39.1,NA
"4618","TR",1993,"7/27/1993","VGN038","CISCO",173,39.8,NA
"4619","TR",1993,"7/27/1993","VGN038","CISCO",178,39.9,NA
"4620","TR",1993,"7/27/1993","VGN025","CISCO",178,40.6,NA
"4621","TR",1993,"7/27/1993","VGN038","CISCO",187,45.1,NA
"4622","TR",1993,"7/27/1993","VGN038","CISCO",183,45.8,NA
"4623","TR",1993,"7/27/1993","VGN038","CISCO",197,47.5,NA
"4624","TR",1993,"7/27/1993","VGN025","CISCO",194,48.6,NA
"4625","TR",1993,"7/27/1993","VGN038","CISCO",189,50.1,NA
"4626","TR",1993,"7/27/1993","VGN025","CISCO",189,51,NA
"4627","TR",1993,"7/27/1993","VGN038","CISCO",196,52,NA
"4628","TR",1993,"7/27/1993","VGN038","CISCO",202,57.1,NA
"4629","TR",1993,"7/27/1993","VGN038","CISCO",201,57.2,NA
"4630","TR",1993,"7/27/1993","VGN025","CISCO",195,58.1,NA
"4631","TR",1993,"7/27/1993","VGN038","CISCO",201,58.7,NA
"4632","TR",1993,"7/27/1993","VGN025","CISCO",198,61.1,NA
"4633","TR",1993,"7/27/1993","VGN038","CISCO",203,61.1,NA
"4634","TR",1993,"7/27/1993","VGN038","CISCO",208,62.3,NA
"4635","TR",1993,"7/27/1993","VGN038","CISCO",216,64.7,NA
"4636","TR",1993,"7/27/1993","VGN025","CISCO",215,66.2,NA
"4637","TR",1993,"7/27/1993","VGN038","CISCO",217,67.1,NA
"4638","TR",1993,"7/27/1993","VGN038","CISCO",216,69.2,NA
"4639","TR",1993,"7/27/1993","VGN038","CISCO",230,72.1,NA
"4640","TR",1993,"7/27/1993","VGN038","CISCO",217,77.6,NA
"4641","TR",1993,"7/27/1993","VGN038","CISCO",216,79.2,NA
"4642","TR",1993,"7/27/1993","VGN038","CISCO",217,79.6,NA
"4643","TR",1993,"7/27/1993","VGN038","CISCO",226,86,NA
"4644","TR",1993,"7/27/1993","VGN038","CISCO",226,89.6,NA
"4645","TR",1993,"7/27/1993","VGN051","CISCO",225,90.6,NA
"4646","TR",1993,"7/27/1993","VGN051","CISCO",227,90.6,NA
"4647","TR",1993,"7/27/1993","VGN051","CISCO",238,93.5,NA
"4648","TR",1993,"7/27/1993","VGN051","CISCO",237,95.3,NA
"4649","TR",1993,"7/27/1993","VGN051","CISCO",232,98.3,NA
"4650","TR",1993,"7/27/1993","VGN051","CISCO",239,99.8,NA
"4651","TR",1993,"7/28/1993","VGN051","CISCO",240,107,NA
"4652","TR",1993,"7/27/1993","VGN051","CISCO",244,110.5,NA
"4653","TR",1993,"7/28/1993","VGN051","CISCO",246,115,NA
"4654","TR",1993,"7/27/1993","VGN051","CISCO",119,NA,NA
"4655","TR",1993,"7/27/1993","VGN051","CISCO",125,NA,NA
"4656","TR",1993,"7/28/1993","VGN025","CISCO",162,NA,NA
"4657","TR",1993,"7/28/1993","VGN032","CISCO",163,NA,NA
"4658","TR",1993,"7/28/1993","VGN032","CISCO",165,NA,NA
"4659","TR",1993,"7/28/1993","VGN038","CISCO",170,NA,NA
"4660","TR",1993,"7/28/1993","VGN032","CISCO",170,NA,NA
"4661","TR",1993,"7/28/1993","VGN025","CISCO",171,NA,NA
"4662","TR",1993,"7/27/1993","VGN032","CISCO",173,NA,NA
"4663","TR",1993,"7/27/1993","VGN032","CISCO",173,NA,NA
"4664","TR",1993,"7/27/1993","VGN032","CISCO",173,NA,NA
"4665","TR",1993,"7/28/1993","VGN025","CISCO",174,NA,NA
"4666","TR",1993,"7/28/1993","VGN038","CISCO",174,NA,NA
"4667","TR",1993,"7/27/1993","VGN038","CISCO",175,NA,NA
"4668","TR",1993,"7/27/1993","VGN038","CISCO",175,NA,NA
"4669","TR",1993,"7/28/1993","VGN038","CISCO",175,NA,NA
"4670","TR",1993,"7/28/1993","VGN038","CISCO",175,NA,NA
"4671","TR",1993,"7/28/1993","VGN038","CISCO",175,NA,NA
"4672","TR",1993,"7/28/1993","VGN032","CISCO",175,NA,NA
"4673","TR",1993,"7/28/1993","VGN032","CISCO",176,NA,NA
"4674","TR",1993,"7/28/1993","VGN032","CISCO",177,NA,NA
"4675","TR",1993,"7/27/1993","VGN038","CISCO",178,NA,NA
"4676","TR",1993,"7/27/1993","VGN038","CISCO",178,NA,NA
"4677","TR",1993,"7/28/1993","VGN038","CISCO",178,NA,NA
"4678","TR",1993,"7/28/1993","VGN032","CISCO",178,NA,NA
"4679","TR",1993,"7/27/1993","VGN038","CISCO",179,NA,NA
"4680","TR",1993,"7/27/1993","VGN032","CISCO",179,NA,NA
"4681","TR",1993,"7/28/1993","VGN038","CISCO",179,NA,NA
"4682","TR",1993,"7/28/1993","VGN038","CISCO",179,NA,NA
"4683","TR",1993,"7/28/1993","VGN032","CISCO",179,NA,NA
"4684","TR",1993,"7/27/1993","VGN032","CISCO",181,NA,NA
"4685","TR",1993,"7/28/1993","VGN038","CISCO",181,NA,NA
"4686","TR",1993,"7/27/1993","VGN032","CISCO",182,NA,NA
"4687","TR",1993,"7/27/1993","VGN032","CISCO",182,NA,NA
"4688","TR",1993,"7/28/1993","VGN038","CISCO",182,NA,NA
"4689","TR",1993,"7/28/1993","VGN038","CISCO",182,NA,NA
"4690","TR",1993,"7/28/1993","VGN038","CISCO",182,NA,NA
"4691","TR",1993,"7/27/1993","VGN032","CISCO",183,NA,NA
"4692","TR",1993,"7/28/1993","VGN038","CISCO",183,NA,NA
"4693","TR",1993,"7/28/1993","VGN038","CISCO",183,NA,NA
"4694","TR",1993,"7/27/1993","VGN038","CISCO",184,NA,NA
"4695","TR",1993,"7/27/1993","VGN038","CISCO",185,NA,NA
"4696","TR",1993,"7/27/1993","VGN038","CISCO",185,NA,NA
"4697","TR",1993,"7/28/1993","VGN038","CISCO",185,NA,NA
"4698","TR",1993,"7/28/1993","VGN038","CISCO",185,NA,NA
"4699","TR",1993,"7/28/1993","VGN038","CISCO",185,NA,NA
"4700","TR",1993,"7/27/1993","VGN038","CISCO",186,NA,NA
"4701","TR",1993,"7/28/1993","VGN032","CISCO",186,NA,NA
"4702","TR",1993,"7/27/1993","VGN038","CISCO",187,NA,NA
"4703","TR",1993,"7/27/1993","VGN038","CISCO",187,NA,NA
"4704","TR",1993,"7/27/1993","VGN038","CISCO",187,NA,NA
"4705","TR",1993,"7/28/1993","VGN038","CISCO",187,NA,NA
"4706","TR",1993,"7/28/1993","VGN038","CISCO",187,NA,NA
"4707","TR",1993,"7/27/1993","VGN038","CISCO",188,NA,NA
"4708","TR",1993,"7/28/1993","VGN032","CISCO",188,NA,NA
"4709","TR",1993,"7/27/1993","VGN032","CISCO",189,NA,NA
"4710","TR",1993,"7/27/1993","VGN032","CISCO",190,NA,NA
"4711","TR",1993,"7/27/1993","VGN038","CISCO",191,NA,NA
"4712","TR",1993,"7/27/1993","VGN038","CISCO",191,NA,NA
"4713","TR",1993,"7/28/1993","VGN038","CISCO",192,NA,NA
"4714","TR",1993,"7/28/1993","VGN038","CISCO",192,NA,NA
"4715","TR",1993,"7/27/1993","VGN038","CISCO",193,NA,NA
"4716","TR",1993,"7/28/1993","VGN032","CISCO",193,NA,NA
"4717","TR",1993,"7/27/1993","VGN038","CISCO",194,NA,NA
"4718","TR",1993,"7/27/1993","VGN038","CISCO",195,NA,NA
"4719","TR",1993,"7/28/1993","VGN038","CISCO",195,NA,NA
"4720","TR",1993,"7/28/1993","VGN038","CISCO",195,NA,NA
"4721","TR",1993,"7/28/1993","VGN038","CISCO",195,NA,NA
"4722","TR",1993,"7/28/1993","VGN032","CISCO",195,NA,NA
"4723","TR",1993,"7/27/1993","VGN051","CISCO",196,NA,NA
"4724","TR",1993,"7/27/1993","VGN038","CISCO",196,NA,NA
"4725","TR",1993,"7/27/1993","VGN038","CISCO",196,NA,NA
"4726","TR",1993,"7/27/1993","VGN038","CISCO",196,NA,NA
"4727","TR",1993,"7/28/1993","VGN038","CISCO",196,NA,NA
"4728","TR",1993,"7/27/1993","VGN038","CISCO",197,NA,NA
"4729","TR",1993,"7/27/1993","VGN038","CISCO",198,NA,NA
"4730","TR",1993,"7/27/1993","VGN038","CISCO",198,NA,NA
"4731","TR",1993,"7/27/1993","VGN038","CISCO",198,NA,NA
"4732","TR",1993,"7/27/1993","VGN038","CISCO",198,NA,NA
"4733","TR",1993,"7/27/1993","VGN038","CISCO",198,NA,NA
"4734","TR",1993,"7/28/1993","VGN032","CISCO",198,NA,NA
"4735","TR",1993,"7/27/1993","VGN038","CISCO",199,NA,NA
"4736","TR",1993,"7/27/1993","VGN032","CISCO",199,NA,NA
"4737","TR",1993,"7/27/1993","VGN038","CISCO",201,NA,NA
"4738","TR",1993,"7/27/1993","VGN038","CISCO",201,NA,NA
"4739","TR",1993,"7/28/1993","VGN038","CISCO",201,NA,NA
"4740","TR",1993,"7/28/1993","VGN032","CISCO",201,NA,NA
"4741","TR",1993,"7/27/1993","VGN038","CISCO",202,NA,NA
"4742","TR",1993,"7/28/1993","VGN038","CISCO",202,NA,NA
"4743","TR",1993,"7/28/1993","VGN038","CISCO",202,NA,NA
